회사명,시장구분,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
금호타이어,유가,073240,고무제품 제조업,"타이어,튜브 제조,도매,무역",2005-02-17,12월,정일택,http://www.kumhotire.co.kr,전남광주통합특별시
금호타이어,유가,073240,고무제품 제조업,"타이어,튜브 제조,도매,무역",2005-02-17,12월,정일택,http://www.kumhotire.co.kr,광주광역시
CJ CGV,유가,079160,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",2004-12-24,12월,정종민,http://www.cgv.co.kr,서울특별시
일진다이아,유가,081000,기타 화학제품 제조업,"공업용 합성다이아몬드 제조,도매,수출입",2004-12-22,12월,박성진,http://www.iljindiamond.co.kr,충청북도
유니드,유가,014830,기초 화학물질 제조업,"탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매",2004-12-03,12월,"이우일, 김상배",http://www.unid.co.kr,서울특별시
상신브레이크,유가,041650,자동차 신품 부품 제조업,"자동차 브레이크 슈 어셈블리,브레이크패드 제조/군납업,무역/부동산 임대",2004-10-27,12월,박세종,http://www.sangsin.com,대구광역시
인팩,유가,023810,자동차 신품 부품 제조업,"자동차용 케이블,전자정보통신관련기기 제조,도매",2004-09-21,12월,"최웅선,최장돈",http://www.infac.com,서울특별시
GS,유가,078930,기타 금융업,지주회사/부동산 임대,2004-08-05,12월,"허태수, 홍순기 (각자 대표이사)",,서울특별시
유니퀘스트,유가,077500,기계장비 및 관련 물품 도매업,"반도체직접회로 도매,무역,제조",2004-08-05,12월,앤드류김,http://www.uniquest.co.kr,경기도
다스코,유가,058730,"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",2004-08-02,12월,"한상원, 한남철",http://www.dasco.kr,전남광주통합특별시
다스코,유가,058730,"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",2004-08-02,12월,"한상원, 한남철",http://www.dasco.kr,전라남도
LG디스플레이,유가,034220,전자부품 제조업,"고화질, 초대형, 폴더블 고부가가치 디스플레이 제품 개발, 제조",2004-07-23,12월,정철동,http://www.lgdisplay.com,서울특별시
텔코웨어,유가,078000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","소프트웨어(핵심망솔루션,무선데이터솔루션,요소기술) 개발,유지보수,무역",2004-07-20,12월,"금한태, 배성 (각자 대표이사)",http://www.telcoware.com,서울특별시
STX엔진,유가,077970,일반 목적용 기계 제조업,"엔진,터빈,내연기관 제조,도매",2004-05-10,12월,이상수,http://www.stxengine.co.kr,경상남도
NICE,유가,034310,회사 본부 및 경영 컨설팅 서비스업,"기업신용분석,유가증권등급평정,기업정보,긍융정보,경제정보,소비자신용정보 제공,시장조사,사회여론조사,점외 CD/ATM사업",2004-02-04,12월,조대민,http://www.nice.co.kr,서울특별시
대교,유가,019680,초등 교육기관,"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원",2004-02-03,12월,강호준,http://www.daekyo.co.kr,서울특별시
기업은행,유가,024110,은행 및 저축기관,은행업,2003-12-24,12월,장민영,http://www.ibk.co.kr,서울특별시
이엔플러스,유가,074610,일반 목적용 기계 제조업,소방자동차 제조,2003-12-23,12월,"최용인, 홍은식 각자대표",http://www.en3.co.kr,경기도
한솔홈데코,유가,025750,제재 및 목재 가공업,"PB,MDF,바닥재,강화,재생목재,LPM,제재목 제조,도소매,무역/임업,벌목관련 사업",2003-11-04,12월,김경록,http://www.hansolhomedeco.co.kr,서울특별시
이수페타시스,유가,007660,전자부품 제조업,"P.C.B(인쇄회로기판),M.L.B 제조",2003-10-07,12월,최창복,http://www.petasys.com,대구광역시
강원랜드,유가,035250,유원지 및 기타 오락관련 서비스업,"카지노,관광호텔,골프장,스키장,체육시설 운영",2003-09-04,12월,남한규,http://kangwonland.high1.com,강원특별자치도
YG PLUS,유가,037270,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","광고대행,광고물 제작",2003-08-01,12월,최성준,http://www.ygplus.com,서울특별시
농심홀딩스,유가,072710,기타 금융업,"지주회사,투자자문,경영컨설팅 서비스",2003-07-30,12월,황청용,http://www.nongshimholdings.com,서울특별시
한국금융지주,유가,071050,기타 금융업,금융지주회사,2003-07-21,12월,김남구,http://www.koreaholdings.com,서울특별시
유엔젤,유가,072130,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","소프트웨어(무선인터넷 솔루션,ASP통신사업자용 지능망솔루션 및 단문메세지센터) 개발,공급",2003-07-01,12월,유지원,http://www.uangel.com,경기도
SBS,유가,034120,텔레비전 방송업,"TV,라디오방송,광고",2003-06-25,12월,방문신,http://www.sbs.co.kr,서울특별시
NC,유가,036570,소프트웨어 개발 및 공급업,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급",2003-05-22,12월,"김택진, 박병무 (공동대표이사)",http://www.nc.com,경기도
하이스틸,유가,071090,1차 철강 제조업,"강관 제조,도매",2003-02-17,12월,엄정근,http://www.histeel.co.kr,충청남도
DSR제강,유가,069730,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",2003-01-28,12월,"홍하종, 홍석빈 (각자 대표이사)",http://www.dsrcorp.com,전남광주통합특별시
DSR제강,유가,069730,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",2003-01-28,12월,"홍하종, 홍석빈 (각자 대표이사)",http://www.dsrcorp.com,전라남도
태경케미컬,유가,006890,기초 화학물질 제조업,"드라이아이스,액체탄산,고체탄산 제조",2003-01-28,12월,박기환,http://www.taekyungchem.co.kr,서울특별시
한농화성,유가,011500,기타 화학제품 제조업,"계면활성제,글리콜에테르 제조,판매",2003-01-09,12월,"김응상, 경상호 (각자대표)",http://hannong.koreasme.com,전북특별자치도
현대백화점,유가,069960,종합 소매업,백화점,2002-11-25,12월,"정지선, 정지영 (각자대표)",http://home.e-hyundai.com,서울특별시
대호에이엘,유가,069460,1차 비철금속 제조업,"알루미늄 환절판 제조,도매,무역",2002-11-11,12월,육영수,http://www.daeho-al.com,대구광역시
대웅제약,유가,069620,의약품 제조업,"양약,의료기기 제조/화장품,의약부의품 도소매/부동산 임대",2002-11-01,12월,"이창재, 박성수",http://www.daewoong.co.kr,경기도
마니커,유가,027740,"도축, 육류 가공 및 저장 처리업","닭고기,햄,계육가공제품,계육,육가공제품 제조,판매,유통/양계관련사업/부동산임대/수출입대행",2002-10-29,12월,"안정원,엄영철(각자 대표이사)",http://www.maniker.co.kr,경기도
SNT홀딩스,유가,036530,기타 금융업,"지배,경영지도,정리,육성",2002-10-22,12월,김도환,http://www.hisntholdings.com,서울특별시
티케이지휴켐스,유가,069260,기타 화학제품 제조업,"화합물,화학제품 제조",2002-10-07,12월,김우찬,http://tkg.huchems.com,서울특별시
SJG세종,유가,033530,자동차 신품 부품 제조업,"자동차부품,자동차소음기(머플러),배기가스정화기,배기계통부품 제조",2002-09-25,12월,"이동원, 옥현근 (각자 대표이사)",http://www.sjku.co.kr,울산광역시
포스코스틸리온,유가,058430,1차 철강 제조업,"용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매",2002-08-16,12월,대표이사 사장 천시열,http://www.poscocnc.com,경상북도
삼성출판사,유가,068290,"서적, 잡지 및 기타 인쇄물 출판업","서적 출판,인쇄,소매/부동산 임대",2002-08-05,12월,김진용,http://www.samsungbooks.com,서울특별시
세이브존I&C,유가,067830,종합 소매업,"대형할인점(백화점)/부동산 임대/주차장,문화센터 운영",2002-07-25,12월,이상준,http://www.savezone.co.kr,서울특별시
교보증권,유가,030610,금융 지원 서비스업,"유가증권 매매,중개,대리,인수",2002-07-18,12월,"박봉권, 이석기 (각자대표)",http://www.iprovest.com,서울특별시
한샘,유가,009240,생활용품 도매업,"주방가구(씽크대),인테리어가구 판매,제조/주택신축판매",2002-07-16,12월,김유진(대표집행임원),http://company.hanssem.com,경기도
우신시스템,유가,017370,특수 목적용 기계 제조업,"자동차차체자동설비, 2차전지설비, 자동차부품",2002-05-28,12월,허우영,http://www.wooshinsys.co.kr,서울특별시
LG전자,유가,066570,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",2002-04-22,12월,류재철,http://www.lge.co.kr,서울특별시
콜마홀딩스,유가,024720,기타 금융업,"경영컨설팅,무역,과학및기술서비스업,도매",2002-04-09,12월,윤상현,http://www.kolmarholdings.co.kr,세종특별자치시
SNT모티브,유가,064960,자동차 신품 부품 제조업,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매",2002-03-11,12월,권형순,http://www.sntdaewoo.com,부산광역시
광주신세계,유가,037710,종합 소매업,백화점,2002-02-07,12월,이동훈,http://www.gjshinsegae.com,광주광역시
광주신세계,유가,037710,종합 소매업,백화점,2002-02-07,12월,이동훈,http://www.gjshinsegae.com,전남광주통합특별시
일진디스플,유가,020760,반도체 제조업,"박막액정표시장치(TFT-LCD) 패널,LT(리튬탄탈에이트)웨이퍼,분말야금제품(초고압용공구),보석다이아몬드 제조,판매/종합건설",2002-01-09,12월,김태완,http://www.iljindisplay.co.kr,충청북도
종근당바이오,유가,063160,의약품 제조업,"의약품,원료의약품 제조",2001-12-11,12월,박완갑,http://www.ckdbio.com,서울특별시
신한지주,유가,055550,기타 금융업,금융지주회사,2001-09-10,12월,진옥동,http://www.shinhangroup.com,서울특별시
코웨이,유가,021240,그외 기타 개인 서비스업,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)",2001-08-07,12월,서장원,http://company.coway.com,충청남도
세아홀딩스,유가,058650,1차 철강 제조업,지주회사/투자 및 경영컨설팅/부동산 임대,2001-07-30,12월,"이태성, 김수호",http://www.seahholdings.co.kr,서울특별시
LG생활건강,유가,051900,기타 화학제품 제조업,"화장품,생활용품 제조,도매",2001-04-25,12월,이선주,http://www.lghnh.com,서울특별시
LG화학,유가,051910,기초 화학물질 제조업,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",2001-04-25,12월,김동춘,http://www.lgchem.com,서울특별시
대우건설,유가,047040,건물 건설업,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여",2001-03-23,12월,김보현,http://daewooenc.com,서울특별시
포스코인터내셔널,유가,047050,상품 중개업,"영업활동의 주요 품목으로 에너지 사업내 천연가스 발전, 태양력, 풍력, 수소 등이 있으며, 트레이딩 사업은 철강 및 철강원료, 이차전지소재, 곡물, 유지, 면방, 바이오플라스틱, 친환경차부품, 인프라 및 산업 플랜트 등이 있음.",2001-03-23,12월,대표이사 사장 이계인,http://www.poscointl.com,서울특별시
한화오션,유가,042660,선박 및 보트 건조업,선박 제조,2001-02-02,12월,김희철,http://www.hanwhaocean.com/pub/main/index.do,경상남도
진양화학,유가,051630,플라스틱제품 제조업,"레쟈,바닥재 제조",2001-01-29,12월,임경섭,http://www.chinyang.co.kr,울산광역시
두산에너빌리티,유가,034020,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",2000-10-25,12월,"박지원, 정연인, 박상현",http://https://www.doosanenerbility.com/kr,경상남도
한국내화,유가,010040,"내화, 비내화 요업제품 제조업","내화벽돌,내화몰탈,축로등 제조,판매",2000-10-16,12월,변성희,http://www.fskrc.co.kr,충청남도
한세예스24홀딩스,유가,016450,봉제의복 제조업,"의류(니트) 제조,도소매,원단 제조,부동산 임대",2000-01-06,12월,"김동녕, 김석환(각자 대표이사)",http://www.hansaeyes24.com,서울특별시
대성홀딩스,유가,016710,회사 본부 및 경영 컨설팅 서비스업,"도시가스,일반가스 공급/가스기기,차량용 연료 판매/해외자원개발,부동산 임대",1999-12-22,12월,대표이사 김영훈 대표이사 김정주,http://www.daesung-holdings.com,대구광역시
대원제약,유가,003220,의약품 제조업,"의약품(해열소염진통제,진해거담제,동맥경화용제,혈압강하제 등), 건강기능식품(프로바이오틱스 등)",1999-12-15,12월,"백승열, BAEK JONATHAN IN",http://www.daewonpharm.com,서울특별시
한국가스공사,유가,036460,연료용 가스 제조 및 배관공급업,"액화천연가스 공급,제조,도매,개발",1999-12-15,12월,홍의락,http://www.kogas.or.kr,대구광역시
미래아이앤지,유가,007120,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","CCTV, DVR제조, 금융솔루션, 방산제품",1999-11-26,12월,박우람,http://www.miraeing.co.kr,서울특별시
화천기공,유가,000850,특수 목적용 기계 제조업,"CNC선반,CNC밀링,연마기(금속공작기계),MC공작기계,COPY밀링기계,주방품 제조,도매",1999-11-18,12월,"권형석, 권형도(공동대표이사)",http://www.hwacheon.com,광주광역시
화천기공,유가,000850,특수 목적용 기계 제조업,"CNC선반,CNC밀링,연마기(금속공작기계),MC공작기계,COPY밀링기계,주방품 제조,도매",1999-11-18,12월,"권형석, 권형도(공동대표이사)",http://www.hwacheon.com,전남광주통합특별시
팜스코,유가,036580,"곡물가공품, 전분 및 전분제품 제조업","배합사료 제조,도매",1999-10-25,12월,김남욱,http://www.farmsco.com,경기도
케이티앤지,유가,033780,담배 제조업,"잎담배,제조담배,홍삼,홍삼제품 제조,판매",1999-10-08,12월,방경만,http://www.ktng.com,대전광역시
HD한국조선해양,유가,009540,기타 금융업,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",1999-08-24,12월,"정기선, 김형관 (각자 대표이사)",http://www.ksoe.co.kr,경기도
디씨엠,유가,024090,1차 철강 제조업,"PCM(칼라강판),라미네이트강판,산업용필름 제조,판매",1999-08-18,12월,"정연택, 정동우(각자 대표)",http://www.dcmcorp.co.kr,경상남도
AK홀딩스,유가,006840,기타 금융업,지주사업,1999-08-11,12월,"고준, 채형석, 채동석 (각자 대표이사)",http://www.aekyunggroup.co.kr,서울특별시
HS애드,유가,035000,광고업,광고,1999-08-11,12월,박애리,http://www.hsad.co.kr/kor/main,서울특별시
대한유화,유가,006650,기초 화학물질 제조업,"폴리프로필렌,고밀도폴리에틸렌,나프타분해유분,올레핀류,혼합C4류,분해가솔린 제조",1999-08-11,12월,강길순,http://www.kpic.co.kr,서울특별시
백산,유가,035150,플라스틱제품 제조업,"P.U.인조피혁,부직포인공피혁 제조,무역",1999-08-11,12월,"김한준, 전제형(각자 대표이사)",http://www.baiksan.co.kr,경기도
체시스,유가,033250,자동차 신품 부품 제조업,"자동차부품,뒷차축 제조",1999-08-11,12월,"이명곤, 김성광(각자대표이사)",http://www.chasys.com,경상북도
자화전자,유가,033240,전자부품 제조업,"Bonded magenet,플라스틱자성제품,티탄산 바륨계 반도체소자,휴대전화용 Vibration Motor,전자관,전자부품 제조",1999-01-06,12월,"김상면, 김찬용(각자대표)",http://www.jahwa.co.kr,충청북도
케이티,유가,030200,전기 통신업,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",1998-12-23,12월,박윤영,http://www.kt.com,경기도
엑시큐어하이트론,유가,019490,영상 및 음향기기 제조업,"영상음향기기(보안시스템,CCTV용 모니터,CRT,화상회의시스템),정보통신기기 제조",1998-11-04,12월,"김정수, 장윤식(공동대표이사)",http://www.hitron.co.kr,경기도
제일기획,유가,030000,광고업,"광고 대행/광고물,영화 제작,인쇄,출판",1998-03-03,12월,김종현,http://www.cheil.co.kr,서울특별시
스틱인베스트먼트,유가,026890,신탁업 및 집합투자업,사모펀드(PEF),1997-11-25,12월,"곽동걸, 강신우",http://www.stic.co.kr,서울특별시
케이씨,유가,029460,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",가스/Chemical 공급 장치 등 제조 및 판매,1997-11-25,12월,"고상걸, 권홍빈(각자대표이사)",http://www.kct.co.kr,경기도
대원화성,유가,024890,플라스틱제품 제조업,"합성피혁,벽지,DMF(폐용수)정제,방수투습원단,화공약 임가공,제조,도매,수출입",1997-10-28,12월,강동엽,http://www.daewon21.co.kr,서울특별시
E1,유가,017940,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매",1997-08-27,12월,"구자용, 한상훈 (각자 대표이사)",http://www.e1.co.kr,서울특별시
SK가스,유가,018670,기타 전문 도매업,"액화석유가스,가스기기 판매,수입,저장",1997-08-27,12월,윤병석,http://www.skgas.co.kr/,경기도
다우기술,유가,023590,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","인터넷솔루션 개발,도매,IT컨설팅,시스템 설계,자문,인터넷관련서비스/부동산분양,개발,임대",1997-08-27,12월,김윤덕,http://www.daou.co.kr,경기도
영보화학,유가,014440,플라스틱제품 제조업,"가교발포폴리에틸렌(아티론,영보드) 제조,판매",1997-08-27,12월,김태훈,http://www.youngbo.com,충청북도
SKC,유가,011790,기타 화학제품 제조업,"기초화학원료(PO, PG), 전지용 동박 등을 제조ㆍ판매하는 사업",1997-07-18,12월,김종우,http://www.skc.kr,경기도
한국주강,유가,025890,특수 목적용 기계 제조업,"주강,주물 제조,도매",1997-07-18,12월,하만규,http://www.hascokorea.co.kr,경상남도
디와이덕양,유가,024900,자동차 신품 부품 제조업,"자동차부품(CRASH PAD,TRIM PANEL) 제조,판매",1997-06-23,12월,"윤성희, 배운교",http://www.duckyang.co.kr,울산광역시
에쓰씨엔지니어링,유가,023960,토목 건설업,"기술용역(건축설계) 서비스/화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매",1997-06-23,12월,송한규,http://www.sc-eng.com,서울특별시
인지컨트롤스,유가,023800,자동차 신품 부품 제조업,"자동차부품(터머스위치,터머스탯) 제조",1997-06-23,12월,"정혜승, 강혁진(각자대표이사)",http://www.inzi.co.kr,경기도
경동인베스트,유가,012320,기타 금융업,지주회사,1997-03-07,12월,정승진,http://www.kdinvest.co.kr,경기도
아이티센씨티에스,유가,031820,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템(네트웍) 구축/데이터통신장비(모뎀,먹스),종합네트워크시스템 제조,설치,유지보수",1997-02-12,12월,한상욱,http://www.comtec.co.kr,경기도
에스제이엠홀딩스,유가,025530,자동차 부품 및 내장품 판매업,지주회사및경영자문,1997-02-12,12월,"김용호, 김휘중(각자대표이사)",http://www.sjmholdings.co.kr,경기도
SK하이닉스,유가,000660,반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",1996-12-26,12월,곽노정,http://www.skhynix.com,경기도
INVENI,유가,015360,회사 본부 및 경영 컨설팅 서비스업,지주사업,1996-12-24,12월,"구본혁, 최세영",http://www.inveni.com,서울특별시
MH에탄올,유가,023150,알코올음료 제조업,"주정,탄산가스 제조",1996-12-24,12월,"최동호, 김일환",http://www.mhethanol.com,경상남도
동남합성,유가,023450,기초 화학물질 제조업,"계면활성제,정밀화학품 제조,도매/부동산 임대",1996-12-24,12월,"김정돈, 박미령 (각자대표)",http://www.dongnamchem.com,충청남도
삼성E&A,유가,028050,"건축기술, 엔지니어링 및 관련 기술 서비스업","산업설비,건물,구축물,토목시설의 설계,시공,공사감리",1996-12-24,12월,남궁홍,http://www.samsungena.com,서울특별시
신도리코,유가,029530,컴퓨터 및 주변장치 제조업,"복사기, 3D프린터, 프린터, 주변기기 제조,판매",1996-12-24,12월,서동규,http://www.sindoh.com,서울특별시
온타이드,유가,005320,생활용품 도매업,"셔츠,스웨터,파자마(섬유제품) 제조,판매,수출/부동산 임대",1996-12-24,12월,"홍종훈, 최용준(2인, 각자 대표이사)",http://www.ontide.co.kr,서울특별시
퍼시스,유가,016800,가구 제조업,"사무용 가구,의자,책상,캐비넷 제조",1996-12-24,12월,"박정희, 배상돈",http://www.fursys.co.kr,서울특별시
WISCOM,유가,024070,플라스틱제품 제조업,"플라스틱제품(PVC컴파운드,ABS,PS가공) 제조,도매,임가공",1996-11-22,12월,"구조웅, 구영일",http://www.wiscom.co.kr,경기도
동원수산,유가,030720,어로 어업,"원양어업/수산물 제조,가공/참치어류 냉동냉장업",1996-11-22,12월,"WANG KI YONG JR, 왕인상",http://www.dongwonfish.co.kr,서울특별시
미래산업,유가,025560,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","PCB마운터,반도체검사장비(반도체테스트핸들러),LCD 검사장비,리드프레임매가진 제조,도매,무역",1996-11-22,12월,이창재,http://www.mirae.co.kr,충청남도
다올투자증권,유가,030210,금융 지원 서비스업,"금융업, 서비스, 부동산",1996-11-19,12월,"이병철, 황준호 (각자 대표이사)",http://www.daolsecurities.com,서울특별시
HDC,유가,012630,기타 금융업,지주회사,1996-10-16,12월,"정몽규, 도기탁 (각자 대표이사)",http://www.hdc-holdings.com,서울특별시
광전자,유가,017900,반도체 제조업,"트랜지스터,SMD TR,발광소자,리모콘모듈,발광다이오드(L.E.D),다이오드용웨이퍼팹(Fab) 제조,판매",1996-10-16,12월,최재완,http://www.auk.co.kr,전북특별자치도
한국단자공업,유가,025540,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전기변환장치(광커넥터,통신용콘넥터,정밀압착단자설계) 제조,무역(수출)",1996-10-16,12월,"이창원,이원준",http://www.ket.com,인천광역시
디아이,유가,003160,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체검사장비,전자부품,레저용품,석제품 제조,판매,오파,부동산임대업",1996-07-31,12월,박원호 조윤형,http://www.di.co.kr,서울특별시
신성이엔지,유가,011930,반도체 제조업,"태양전지, 태양광모듈 제조 및 판매, 태양광 발전설치공사, 클린룸, 자동화장비",1996-07-31,12월,이지선,http://www.shinsungeng.com,경기도
티에이치엔,유가,019180,기타 전기장비 제조업,"자동차부품(전기배선장치류) 제조,도매",1996-07-31,12월,"이광연, 채승훈",http://www.th-net.co.kr,대구광역시
한온시스템,유가,018880,일반 목적용 기계 제조업,"자동차용부품(라디에이터,히터,에어콘,압축기,콘덴서,컴퓨레사) 제조,도매",1996-07-31,12월,대표이사 이수일,http://www.hanonsystems.com,대전광역시
블루산업개발,유가,006740,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,지관원지,라이나원지 제조",1996-07-03,12월,권혁범,http://www.yp21.co.kr,경기도
세원정공,유가,021820,자동차 신품 부품 제조업,"자동차부품(차체류,램프류) 제조",1996-07-03,06월,장제상,http://www.se-won.co.kr,대구광역시
유니온,유가,000910,"시멘트, 석회, 플라스터 및 그 제품 제조업","백시멘트,타일시멘트,알루미나시멘트,용융알루미나,급결제,필터프레스,유니필터제조,도매",1996-07-03,12월,이우선,http://www.unioncement.com,서울특별시
키다리스튜디오,유가,020120,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","웹툰,웹소설 플랫폼 서비스 및 출판, 영상콘텐츠 제작 및 유통",1996-07-03,12월,"허흥범, 박건원 (각자대표)",http://www.kidaristudio.com,서울특별시
한국제지,유가,027970,"펄프, 종이 및 판지 제조업","펄프, 종이 및 판지 제조업(031701)",1996-07-03,12월,강준석,http://www.hankukpaper.com,울산광역시
한섬,유가,020000,봉제의복 제조업,"여성의류,금속 액세서리,신발,가방,선글라스 제조,판매",1996-07-03,12월,김민덕,http://www.handsome.co.kr,서울특별시
현대엘리베이터,유가,017800,일반 목적용 기계 제조업,"엘리베이터,에스컬레이터,공항,공정,크린룸,병원 물류시스템,수,배송센터,고속소팅시스템,주차설비 제조,판매,보수",1996-07-03,12월,조재천,http://www.hyundaielevator.co.kr,충청북도
환인제약,유가,016580,의약품 제조업,"의약품(신경정신질환치료제,소화기관용약제,연고) 제조,도매",1996-07-03,12월,"이광식, 이원범(각자 대표이사)",http://www.whanin.co.kr,서울특별시
계룡건설산업,유가,013580,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사",1996-01-30,12월,"오태식, 윤길호",http://www.krcon.co.kr,대전광역시
서원,유가,021050,금속 주조업,"비철금속(황동 빌레트,인코트) 제조,재생원료생산",1996-01-30,12월,"조경호, 박주황",http://www.swbrass.co.kr,경기도
에스원,유가,012750,"경비, 경호 및 탐정업","부가통신 서비스(경비),안전관리용역,CCTV카메라",1996-01-30,12월,"정해린, 하나오카 타쿠로",http://www.s1.co.kr,서울특별시
태경산업,유가,015890,기초 화학물질 제조업,"제강용 정련제(프락스),카바이드,중질탈산칼슘 제조,판매/고속도로휴게소 운영",1996-01-30,12월,"김해련, 박충기, 김민정 (각자 대표이사)",http://www.taekyung.co.kr,서울특별시
신대양제지,유가,016590,"골판지, 종이 상자 및 종이용기 제조업","골판지용 골심지,라이너지 제조,수출입",1995-12-21,12월,"권혁홍, 권택환 (각자대표이사)",http://www.dygroup.co.kr,경기도
와이투솔루션,유가,011690,반도체 제조업,"혼성직접회로,통신기기 제조/화공약품,케이블 도매",1995-12-21,12월,강석환,http://www.yuyang.co.kr,경기도
남해화학,유가,025860,"비료, 농약 및 살균, 살충제 제조업","비료(요소,복합비료),공업제품원료 제조,도매",1995-11-10,12월,김창수,http://www.nhchem.co.kr,서울특별시
동원모빌리티,유가,018500,자동차 신품 부품 제조업,"자동차부품(도어후레임,머플러,임팩트빔),강관 제조,판매",1995-11-10,03월,"이은우, 박승룡, 이승재(각자대표)",http://www.dwmic.com,경상북도
우성머티리얼스,유가,011300,직물직조 및 직물제품 제조업,"제직,염색,폴리에스터직물,자수직물봉제 제조,판매/임대료,관리비 수입",1995-11-10,12월,임종찬,http://www.startex.co.kr,대구광역시
HMM,유가,011200,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",1995-10-05,12월,최원혁,http://www.hmm21.com,부산광역시
경인양행,유가,012610,기초 화학물질 제조업,"반응성염료,직접염료,산성염료,삼원색원료 제조,수출입",1995-10-05,12월,"김흥준,조성용 (각자대표이사)",http://www.kyungin.co.kr,인천광역시
풀무원,유가,017810,기타 식품 제조업,"두부류,생면류,나물류,냉동류,조미류,김치류,묵류,녹즙,과채음료,건강보조식품 판매,제조,생식품 수출",1995-10-05,12월,이우봉,http://www.pulmuone.co.kr,충청북도
서울도시가스,유가,017390,연료용 가스 제조 및 배관공급업,"도시가스공급,가스공급설비공사",1995-08-18,12월,공동대표이사 진용민 공동대표이사 황주석,http://www.seoulgas.co.kr,서울특별시
이구산업,유가,025820,1차 비철금속 제조업,"동판.조,황동판.조,인청동판.조 제조,임가공/부동산 임대",1995-08-18,12월,"안월환, 김영길(각자 대표이사)",http://www.leeku.net,경기도
에넥스,유가,011090,가구 제조업,"씽크상판,주방기기,목재케비넷,유해가스저감장치시설 제조,판매",1995-07-08,12월,박진규,http://www.enex.co.kr,서울특별시
에이프로젠,유가,007460,의약품 제조업,"단열장치,철구조물,가열로,특수단열재(금속표면경화육성,원자로용) 제조/단열공사/부동산 임대",1995-07-08,12월,김재섭,http://www.aprogen.com,경기도
차AI헬스케어,유가,025620,기타 화학제품 제조업,화장품 제조 판매,1995-07-08,12월,윤경욱,http://www.jayjun.kr,서울특별시
한국카본,유가,017960,"구조용 금속제품, 탱크 및 증기발생기 제조업","탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매",1995-07-08,12월,"조문수, 조연호 (2인, 각자대표이사)",http://www.hcarbon.com,경상남도
